Permalink,Creator,Object title,Type,Format,Licence,Date (From),Date (To),Date (Appendix),Image number,Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Image 8,Image 9,Image 10,Image 11,Image 12,Image 13,Image 14,Image 15,Image 16,Image 17,Image 18,Image 19 
 https://gams.uni-graz.at/o:vase.770 ," Karastoyanova, Bilyana Braykova ", Firefighters at work ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],2007,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.770/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.771 ," Karastoyanova, Bilyana Braykova ", Firefighter on a roof ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],2007,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.771/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.772 ," Karastoyanova, Bilyana Braykova ", A Trabant on a road ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],2007,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.772/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.773 ," Karastoyanov, Dimitar Anastasov ", Wedding table ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.773/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.774 ," Karastoyanov, Dimitar Anastasov ", An extended family photograph ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.774/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.775 ," Karastoyanov, Dimitar Anastasov ", The Assumption of the Blessed Virgin Mary into Heaven church in Gabrovo ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.775/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.776 ," Karastoyanov, Dimitar Anastasov ", Rural wedding photograph ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.776/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.777 ," Karastoyanov, Dimitar Anastasov ", Portrait of the family of Toplesh's priеst ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.777/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.778 ," Karastoyanov, Dimitar Anastasov ", A traditional ring dance called Horo ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.778/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.779 ," Karastoyanov, Dimitar Anastasov ", A wedding ritual ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.779/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.78 ," Karastoyanov, Ivan Anastasov ", Studio portrait of Yanko Draganov ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1892,1922,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.78/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.78/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.780 ," Karastoyanov, Ivan Anastasov ", Young women in folk attire around a fountain ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,1894,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.780/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.781 ," Karastoyanov, Ivan Anastasov ", Orphanage in Kalofer ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1922,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.781/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.782 ," Karastoyanov, Ivan Anastasov ", The church Saint Demetrius ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.782/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.783 ," Karastoyanov, Ivan Anastasov ", Men and women dancing the traditional ring dance called Horo ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.783/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.784 ," Karastoyanov, Ivan Anastasov ", Bridge over Maritsa river ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1888,1922,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.784/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.785 ," Karastoyanov, Ivan Anastasov ", Old Turkish bridge ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.785/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.786 ," Karastoyanov, Ivan Anastasov ", The Assumption of the Blessed Virgin Mary into Heaven church in Tatar Pazardzhik ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1888,1922,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.786/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.787 ," Karastoyanov, Ivan Anastasov ", The Saint Georgius church ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.787/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.788 ," Karastoyanov, Dimitar Anastasov ", The Konak bridge in Gabrovo ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.788/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.789 ," Karastoyanov, Dimitar Anastasov ", A wedding rite ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.789/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.79 ," Karastoyanov, Ivan Anastasov ", Studio portrait of Yanko Draganov ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1912,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.79/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.79/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.790 ," Karastoyanov, Dimitar Anastasov ", Open market in Gabrovo ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.790/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.791 ," Karastoyanov, Dimitar Anastasov ", Gabrovo town ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.791/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.792 ," Karastoyanov, Dimitar Anastasov ", Gabrovo town ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.792/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.793 ," Karastoyanov, Dimitar Anastasov ", Gabrovo town ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.793/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.794 ," Karastoyanov, Dimitar Anastasov ", The clock tower street and the Tsanko Dyustabanov house ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.794/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.795 ," Karastoyanov, Dimitar Anastasov ", Wedding rite with cock ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.795/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.796 ," Karastoyanov, Dimitar Anastasov ", Wedding table ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.796/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.797 ," Karastoyanov, Dimitar Anastasov ", Toplesh village ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.797/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.798 ," Karastoyanov, Dimitar Anastasov ", Joinery for wooden bowl ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.798/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.799 ," Karastoyanov, Dimitar Anastasov ", The Shipka bridge (now Shivarov bridge) ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.799/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.8 ," Karastoyanov, Dimitar Anastasov ", Studio portrait of the Hadzhikalchov family ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1892,1900,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.8/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.8/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.80 ," Karastoyanov, Ivan Anastasov ", Studio portrait of Yanko Draganov and his wife Anastasia ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1892,1902,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.80/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.80/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.800 ," Karastoyanov, Dimitar Anastasov ", Priest Neofit's school ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.800/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.801 ," Karastoyanov, Dimitar Anastasov ", A Gabrovo street with the building of the Girls' School ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1909,, before ,1, https://gams.uni-graz.at/archive/objects/o:vase.801/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.802 ," Karastoyanov, Ivan Anastasov ", A view over Peshtera town ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.802/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.803 ," Karastoyanov, Ivan Anastasov ", A view of Karlovo town ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,, after ,1, https://gams.uni-graz.at/archive/objects/o:vase.803/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.804 ," Karastoyanov, Ivan Anastasov ", A view of Batak village ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.804/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.805 ," Karastoyanov, Ivan Anastasov ", A school in Bratsigovo ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.805/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.806 ," Karastoyanov, Ivan Anastasov ", The Regional School in the town of Pazardzhik ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.806/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.807 ," Karastoyanov, Ivan Anastasov ", The church tower in Bratsigovo ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.807/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.808 ," Karastoyanov, Ivan Anastasov ", A bridge at Topolnitsa river ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.808/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.809 ," Karastoyanov, Ivan Anastasov ", Hristovich' house ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.809/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.81 ," Karastoyanov, Dimitar Anastasov ", Studio portrait of Georgi Draganov and relatives ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1900,, after ,1, https://gams.uni-graz.at/archive/objects/o:vase.81/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.810 ," Karastoyanov, Ivan Anastasov ", Chukur inn ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.810/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.811 ," Karastoyanov, Ivan Anastasov ", Elena Belkovska's house ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.811/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.812 ," Karastoyanov, Ivan Anastasov ", Prince's street in Tatar Pazardzhik ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.812/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.813 ," Karastoyanov, Ivan Anastasov ", The St. Petar monastery ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.813/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.814 ," Karastoyanov, Ivan Anastasov ", Rajcho's bridge in the vicinity of Bratsigovo ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,, after ,1, https://gams.uni-graz.at/archive/objects/o:vase.814/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.815 ," Karastoyanov, Ivan Anastasov ", Mustakovi's house ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,, after ,1, https://gams.uni-graz.at/archive/objects/o:vase.815/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.816 ," Karastoyanov, Ivan Anastasov ", Old baths ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.816/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.817 ," Karastoyanov, Dimitar Anastasov ", Built-in cupboards in Vretov's house ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.817/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.818 ," Karastoyanov, Ivan Anastasov ", Ludzhene landscape ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.818/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.819 ," Karastoyanov, Ivan Anastasov ", View of the Shipka pass ,Photograph,Not specified,Creative Commons [CC BY-NC-ND 3.0],1892,,  ,1, https://gams.uni-graz.at/archive/objects/o:vase.819/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.82 ," Karastoyanov, Ivan Anastasov ", Studio portrait of Anastasia K. Stoyanova ,Photograph,Boudoir,Creative Commons [CC BY-NC-ND 3.0],1892,, after ,2, https://gams.uni-graz.at/archive/objects/o:vase.82/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.82/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.820 ," Karastoyanov, Dimitar Anastasov ", Studio portrait of a woman in folk costume ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1882,, after ,1, https://gams.uni-graz.at/archive/objects/o:vase.820/datastreams/IMAGE.1/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.821 ," Karastoyanov, Dimitar Anastasov ", Studio portrait of a woman in folk dress ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1886,1892,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.821/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.821/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.822 ," Karastoyanov, Dimitar Anastasov ", Studio portrait of a man in folk costume ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1886,1892,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.822/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.822/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.823 ," Karastoyanov, Ivan Anastasov ", Studio portrait of a woman in folk dress ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1892,1922,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.823/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.823/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.824 ," Karastoyanov, Dimitar Anastasov ", Studio portrait of a woman in folk dress ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1886,1892,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.824/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.824/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.825 ," Karastoyanov, Ivan Anastasov ", Studio portrait of a woman in folk dress ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1892,1922,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.825/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.825/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.826 ," Karastoyanov, Dimitar Anastasov ", Studio portrait of a man in folk costume ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1886,1892,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.826/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.826/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.827 ," Karastoyanov, Dimitar Anastasov ", Studio portrait of a man in folk costume ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1886,1892,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.827/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.827/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.828 ," Karastoyanov, Dimitar Anastasov ", Studio portrait of a woman in folk dress ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1886,1892,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.828/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.828/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.829 ," Karastoyanov, Dimitar Anastasov ", Studio portrait of a man in folk costume ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1886,1892,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.829/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.829/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.83 ," Karastoyanov, Dimitar Anastasov ", Studio portrait of a young man ,Photograph,Carte de visite,Creative Commons [CC BY-NC-ND 3.0],1892,1900,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.83/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.83/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
 https://gams.uni-graz.at/o:vase.830 ," Karastoyanov, Dimitar Anastasov ", Studio portrait of a man in folk costume ,Photograph,Cabinet,Creative Commons [CC BY-NC-ND 3.0],1886,1892,  ,2, https://gams.uni-graz.at/archive/objects/o:vase.830/datastreams/IMAGE.1/content , https://gams.uni-graz.at/archive/objects/o:vase.830/datastreams/IMAGE.2/content ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,   
